id,lang,density,signal,value,model
G001,ko,high,layer_delta,0.07750114527615634,klue/bert-base
G002,ko,high,layer_delta,0.07669609785079956,klue/bert-base
G003,ko,high,layer_delta,0.07753621990030463,klue/bert-base
G004,ko,high,layer_delta,0.08081195571205833,klue/bert-base
G005,ko,high,layer_delta,0.07803107391704213,klue/bert-base
G006,ko,high,layer_delta,0.08035724271427501,klue/bert-base
G007,ko,high,layer_delta,0.0811125473542647,klue/bert-base
G008,ko,high,layer_delta,0.08251351659948175,klue/bert-base
G009,ko,high,layer_delta,0.07867785475470802,klue/bert-base
G010,ko,high,layer_delta,0.08337309685620395,klue/bert-base
G011,ko,high,layer_delta,0.08355343883687799,klue/bert-base
G012,ko,high,layer_delta,0.08028134432705966,klue/bert-base
G013,ko,high,layer_delta,0.08051306551153009,klue/bert-base
G014,ko,high,layer_delta,0.08147398992018266,klue/bert-base
G015,ko,high,layer_delta,0.07925253022800792,klue/bert-base
G016,ko,high,layer_delta,0.08168655633926392,klue/bert-base
G017,ko,high,layer_delta,0.07433992624282837,klue/bert-base
G018,ko,high,layer_delta,0.07589063861153343,klue/bert-base
G019,ko,high,layer_delta,0.07824310931292447,klue/bert-base
G020,ko,high,layer_delta,0.08408035473390059,klue/bert-base
G021,ko,high,layer_delta,0.07698437842455777,klue/bert-base
G022,ko,high,layer_delta,0.07941435141996904,klue/bert-base
G023,ko,high,layer_delta,0.0789335153319619,klue/bert-base
G024,ko,high,layer_delta,0.0753825306892395,klue/bert-base
G025,ko,high,layer_delta,0.08109966191378506,klue/bert-base
G026,ko,low,layer_delta,0.07506637681614269,klue/bert-base
G027,ko,low,layer_delta,0.07701984318819913,klue/bert-base
G028,ko,low,layer_delta,0.07742667198181152,klue/bert-base
G029,ko,low,layer_delta,0.0773672407323664,klue/bert-base
G030,ko,low,layer_delta,0.07964385097677057,klue/bert-base
G031,ko,low,layer_delta,0.07767405293204567,klue/bert-base
G032,ko,low,layer_delta,0.07662095264955,klue/bert-base
G033,ko,low,layer_delta,0.07454670559276234,klue/bert-base
G034,ko,low,layer_delta,0.07620381225239146,klue/bert-base
G035,ko,low,layer_delta,0.07508019425652245,klue/bert-base
G036,ko,low,layer_delta,0.08045035058801825,klue/bert-base
G037,ko,low,layer_delta,0.07352530414407904,klue/bert-base
G038,ko,low,layer_delta,0.07872851328416304,klue/bert-base
G039,ko,low,layer_delta,0.08159070123325694,klue/bert-base
G040,ko,low,layer_delta,0.07539882985028354,klue/bert-base
G041,ko,low,layer_delta,0.07885964892127297,klue/bert-base
G042,ko,low,layer_delta,0.07991902936588634,klue/bert-base
G043,ko,low,layer_delta,0.07874159921299327,klue/bert-base
G044,ko,low,layer_delta,0.07706030390479347,klue/bert-base
G045,ko,low,layer_delta,0.07592578909613869,klue/bert-base
G046,ko,low,layer_delta,0.0745034705508839,klue/bert-base
G047,ko,low,layer_delta,0.07753342390060425,klue/bert-base
G048,ko,low,layer_delta,0.07875786044380882,klue/bert-base
G049,ko,low,layer_delta,0.0763176137750799,klue/bert-base
G050,ko,low,layer_delta,0.07800103317607533,klue/bert-base
G051,en,high,layer_delta,0.07368910854512994,bert-base-uncased
G052,en,high,layer_delta,0.07798296213150024,bert-base-uncased
G053,en,high,layer_delta,0.0804636153307828,bert-base-uncased
G054,en,high,layer_delta,0.08421034162694757,bert-base-uncased
G055,en,high,layer_delta,0.07116250016472557,bert-base-uncased
G056,en,high,layer_delta,0.08455491065979004,bert-base-uncased
G057,en,high,layer_delta,0.08478398214687001,bert-base-uncased
G058,en,high,layer_delta,0.07553180781277744,bert-base-uncased
G059,en,high,layer_delta,0.07522406361319801,bert-base-uncased
G060,en,high,layer_delta,0.07779686017469926,bert-base-uncased
G061,en,high,layer_delta,0.07184738462621515,bert-base-uncased
G062,en,high,layer_delta,0.08133660663257945,bert-base-uncased
G063,en,high,layer_delta,0.0752431641925465,bert-base-uncased
G064,en,high,layer_delta,0.07348568872971968,bert-base-uncased
G065,en,high,layer_delta,0.07761477340351451,bert-base-uncased
G066,en,high,layer_delta,0.08053898269479925,bert-base-uncased
G067,en,high,layer_delta,0.08032943985678932,bert-base-uncased
G068,en,high,layer_delta,0.07593925432725386,bert-base-uncased
G069,en,high,layer_delta,0.07140560041774403,bert-base-uncased
G070,en,high,layer_delta,0.07373634793541649,bert-base-uncased
G071,en,high,layer_delta,0.07167089527303522,bert-base-uncased
G072,en,high,layer_delta,0.07105330987410112,bert-base-uncased
G073,en,high,layer_delta,0.07365692203695123,bert-base-uncased
G074,en,high,layer_delta,0.07291386886076494,bert-base-uncased
G075,en,high,layer_delta,0.07390716401013461,bert-base-uncased
G076,en,low,layer_delta,0.06743559512225064,bert-base-uncased
G077,en,low,layer_delta,0.06995246627114036,bert-base-uncased
G078,en,low,layer_delta,0.06344611536372792,bert-base-uncased
G079,en,low,layer_delta,0.07235103845596313,bert-base-uncased
G080,en,low,layer_delta,0.06311784549192949,bert-base-uncased
G081,en,low,layer_delta,0.07594507390802557,bert-base-uncased
G082,en,low,layer_delta,0.06977675719694658,bert-base-uncased
G083,en,low,layer_delta,0.07410597801208496,bert-base-uncased
G084,en,low,layer_delta,0.07148321108384566,bert-base-uncased
G085,en,low,layer_delta,0.07135866988788951,bert-base-uncased
G086,en,low,layer_delta,0.07784502614628185,bert-base-uncased
G087,en,low,layer_delta,0.0666269063949585,bert-base-uncased
G088,en,low,layer_delta,0.06879449432546442,bert-base-uncased
G089,en,low,layer_delta,0.06972958824851296,bert-base-uncased
G090,en,low,layer_delta,0.06532424688339233,bert-base-uncased
G091,en,low,layer_delta,0.06648588722402399,bert-base-uncased
G092,en,low,layer_delta,0.07205211574381049,bert-base-uncased
G093,en,low,layer_delta,0.07564546303315596,bert-base-uncased
G094,en,low,layer_delta,0.07643987915732643,bert-base-uncased
G095,en,low,layer_delta,0.06540219350294633,bert-base-uncased
G096,en,low,layer_delta,0.07003040747209029,bert-base-uncased
G097,en,low,layer_delta,0.07086202773180875,bert-base-uncased
G098,en,low,layer_delta,0.07811169732700694,bert-base-uncased
G099,en,low,layer_delta,0.06511094895276157,bert-base-uncased
G100,en,low,layer_delta,0.07235409996726296,bert-base-uncased
G001,ko,high,surprisal_mean,5.945757865905762,Qwen3-0.6B
G001,ko,high,surprisal_cv,0.7835794512802827,Qwen3-0.6B
G002,ko,high,surprisal_mean,5.369190216064453,Qwen3-0.6B
G002,ko,high,surprisal_cv,0.72072373171363,Qwen3-0.6B
G003,ko,high,surprisal_mean,7.083624362945557,Qwen3-0.6B
G003,ko,high,surprisal_cv,0.5923990649064373,Qwen3-0.6B
G004,ko,high,surprisal_mean,5.226929187774658,Qwen3-0.6B
G004,ko,high,surprisal_cv,0.7360181582418894,Qwen3-0.6B
G005,ko,high,surprisal_mean,6.8897624015808105,Qwen3-0.6B
G005,ko,high,surprisal_cv,0.6830841330787453,Qwen3-0.6B
G006,ko,high,surprisal_mean,6.992012023925781,Qwen3-0.6B
G006,ko,high,surprisal_cv,0.615634652463864,Qwen3-0.6B
G007,ko,high,surprisal_mean,7.0880351066589355,Qwen3-0.6B
G007,ko,high,surprisal_cv,0.9085901358666674,Qwen3-0.6B
G008,ko,high,surprisal_mean,7.856942653656006,Qwen3-0.6B
G008,ko,high,surprisal_cv,0.6312019695795904,Qwen3-0.6B
G009,ko,high,surprisal_mean,7.086921691894531,Qwen3-0.6B
G009,ko,high,surprisal_cv,0.5393503994986125,Qwen3-0.6B
G010,ko,high,surprisal_mean,6.865423679351807,Qwen3-0.6B
G010,ko,high,surprisal_cv,0.5898481825867307,Qwen3-0.6B
G011,ko,high,surprisal_mean,6.520680904388428,Qwen3-0.6B
G011,ko,high,surprisal_cv,0.6395210353970211,Qwen3-0.6B
G012,ko,high,surprisal_mean,5.1526031494140625,Qwen3-0.6B
G012,ko,high,surprisal_cv,0.8889046708800538,Qwen3-0.6B
G013,ko,high,surprisal_mean,7.124532699584961,Qwen3-0.6B
G013,ko,high,surprisal_cv,0.5876541063208459,Qwen3-0.6B
G014,ko,high,surprisal_mean,5.386568069458008,Qwen3-0.6B
G014,ko,high,surprisal_cv,0.7403230664348682,Qwen3-0.6B
G015,ko,high,surprisal_mean,7.67262077331543,Qwen3-0.6B
G015,ko,high,surprisal_cv,0.554772235976863,Qwen3-0.6B
G016,ko,high,surprisal_mean,5.31594705581665,Qwen3-0.6B
G016,ko,high,surprisal_cv,0.6974016049707834,Qwen3-0.6B
G017,ko,high,surprisal_mean,6.02882719039917,Qwen3-0.6B
G017,ko,high,surprisal_cv,0.5657110948480875,Qwen3-0.6B
G018,ko,high,surprisal_mean,6.412576198577881,Qwen3-0.6B
G018,ko,high,surprisal_cv,0.792569488077325,Qwen3-0.6B
G019,ko,high,surprisal_mean,4.982463359832764,Qwen3-0.6B
G019,ko,high,surprisal_cv,0.7492910060516156,Qwen3-0.6B
G020,ko,high,surprisal_mean,5.511041641235352,Qwen3-0.6B
G020,ko,high,surprisal_cv,0.8686114584188246,Qwen3-0.6B
G021,ko,high,surprisal_mean,5.482960224151611,Qwen3-0.6B
G021,ko,high,surprisal_cv,0.8350598461923782,Qwen3-0.6B
G022,ko,high,surprisal_mean,6.320749759674072,Qwen3-0.6B
G022,ko,high,surprisal_cv,0.5764399236389991,Qwen3-0.6B
G023,ko,high,surprisal_mean,6.476837635040283,Qwen3-0.6B
G023,ko,high,surprisal_cv,0.7517423533696211,Qwen3-0.6B
G024,ko,high,surprisal_mean,8.022214889526367,Qwen3-0.6B
G024,ko,high,surprisal_cv,0.6898045165964695,Qwen3-0.6B
G025,ko,high,surprisal_mean,5.180285453796387,Qwen3-0.6B
G025,ko,high,surprisal_cv,0.8073408793781535,Qwen3-0.6B
G026,ko,low,surprisal_mean,4.312560558319092,Qwen3-0.6B
G026,ko,low,surprisal_cv,0.8791384302755699,Qwen3-0.6B
G027,ko,low,surprisal_mean,5.070097923278809,Qwen3-0.6B
G027,ko,low,surprisal_cv,0.8714681562374257,Qwen3-0.6B
G028,ko,low,surprisal_mean,4.96013069152832,Qwen3-0.6B
G028,ko,low,surprisal_cv,0.7468161849204731,Qwen3-0.6B
G029,ko,low,surprisal_mean,4.494787693023682,Qwen3-0.6B
G029,ko,low,surprisal_cv,0.9328335427064246,Qwen3-0.6B
G030,ko,low,surprisal_mean,5.422276973724365,Qwen3-0.6B
G030,ko,low,surprisal_cv,0.7423075668074518,Qwen3-0.6B
G031,ko,low,surprisal_mean,4.117530822753906,Qwen3-0.6B
G031,ko,low,surprisal_cv,1.041144453671534,Qwen3-0.6B
G032,ko,low,surprisal_mean,6.06993293762207,Qwen3-0.6B
G032,ko,low,surprisal_cv,0.6866008523775141,Qwen3-0.6B
G033,ko,low,surprisal_mean,4.818464756011963,Qwen3-0.6B
G033,ko,low,surprisal_cv,0.846501545538413,Qwen3-0.6B
G034,ko,low,surprisal_mean,4.3140974044799805,Qwen3-0.6B
G034,ko,low,surprisal_cv,0.9393292001343203,Qwen3-0.6B
G035,ko,low,surprisal_mean,4.335925579071045,Qwen3-0.6B
G035,ko,low,surprisal_cv,1.0158264021982149,Qwen3-0.6B
G036,ko,low,surprisal_mean,4.971776962280273,Qwen3-0.6B
G036,ko,low,surprisal_cv,0.8200406598451054,Qwen3-0.6B
G037,ko,low,surprisal_mean,4.729691028594971,Qwen3-0.6B
G037,ko,low,surprisal_cv,0.9711430129702792,Qwen3-0.6B
G038,ko,low,surprisal_mean,4.839284420013428,Qwen3-0.6B
G038,ko,low,surprisal_cv,0.9107634790118656,Qwen3-0.6B
G039,ko,low,surprisal_mean,5.931735038757324,Qwen3-0.6B
G039,ko,low,surprisal_cv,0.7209264643486466,Qwen3-0.6B
G040,ko,low,surprisal_mean,5.3332295417785645,Qwen3-0.6B
G040,ko,low,surprisal_cv,0.9560757356078705,Qwen3-0.6B
G041,ko,low,surprisal_mean,4.884622097015381,Qwen3-0.6B
G041,ko,low,surprisal_cv,0.895270549754736,Qwen3-0.6B
G042,ko,low,surprisal_mean,5.649356842041016,Qwen3-0.6B
G042,ko,low,surprisal_cv,0.7846929649264318,Qwen3-0.6B
G043,ko,low,surprisal_mean,4.7048020362854,Qwen3-0.6B
G043,ko,low,surprisal_cv,0.7525179413570571,Qwen3-0.6B
G044,ko,low,surprisal_mean,6.29598331451416,Qwen3-0.6B
G044,ko,low,surprisal_cv,0.8577390120032038,Qwen3-0.6B
G045,ko,low,surprisal_mean,4.965561866760254,Qwen3-0.6B
G045,ko,low,surprisal_cv,0.8222330376819601,Qwen3-0.6B
G046,ko,low,surprisal_mean,5.047906398773193,Qwen3-0.6B
G046,ko,low,surprisal_cv,0.8081650793102727,Qwen3-0.6B
G047,ko,low,surprisal_mean,4.642214298248291,Qwen3-0.6B
G047,ko,low,surprisal_cv,0.9377446007088204,Qwen3-0.6B
G048,ko,low,surprisal_mean,5.719906330108643,Qwen3-0.6B
G048,ko,low,surprisal_cv,0.5943511117478305,Qwen3-0.6B
G049,ko,low,surprisal_mean,5.117816925048828,Qwen3-0.6B
G049,ko,low,surprisal_cv,0.9278054066344519,Qwen3-0.6B
G050,ko,low,surprisal_mean,4.506504058837891,Qwen3-0.6B
G050,ko,low,surprisal_cv,0.9107396329569153,Qwen3-0.6B
G051,en,high,surprisal_mean,12.942835807800293,Qwen3-0.6B
G051,en,high,surprisal_cv,0.42112321429415545,Qwen3-0.6B
G052,en,high,surprisal_mean,8.282190322875977,Qwen3-0.6B
G052,en,high,surprisal_cv,0.821001216579409,Qwen3-0.6B
G053,en,high,surprisal_mean,9.30197525024414,Qwen3-0.6B
G053,en,high,surprisal_cv,0.7153863070477181,Qwen3-0.6B
G054,en,high,surprisal_mean,9.401609420776367,Qwen3-0.6B
G054,en,high,surprisal_cv,0.7942154735848066,Qwen3-0.6B
G055,en,high,surprisal_mean,12.240982055664062,Qwen3-0.6B
G055,en,high,surprisal_cv,0.4984356784858926,Qwen3-0.6B
G056,en,high,surprisal_mean,10.60657787322998,Qwen3-0.6B
G056,en,high,surprisal_cv,0.761444703886202,Qwen3-0.6B
G057,en,high,surprisal_mean,7.7991623878479,Qwen3-0.6B
G057,en,high,surprisal_cv,0.8081442618530443,Qwen3-0.6B
G058,en,high,surprisal_mean,8.490304946899414,Qwen3-0.6B
G058,en,high,surprisal_cv,0.6180039149249453,Qwen3-0.6B
G059,en,high,surprisal_mean,11.403889656066895,Qwen3-0.6B
G059,en,high,surprisal_cv,0.5153354968722471,Qwen3-0.6B
G060,en,high,surprisal_mean,14.428815841674805,Qwen3-0.6B
G060,en,high,surprisal_cv,0.39466526429532583,Qwen3-0.6B
G061,en,high,surprisal_mean,7.937479019165039,Qwen3-0.6B
G061,en,high,surprisal_cv,0.738375174035669,Qwen3-0.6B
G062,en,high,surprisal_mean,11.848177909851074,Qwen3-0.6B
G062,en,high,surprisal_cv,0.5890628120351463,Qwen3-0.6B
G063,en,high,surprisal_mean,12.055033683776855,Qwen3-0.6B
G063,en,high,surprisal_cv,0.6642624062187701,Qwen3-0.6B
G064,en,high,surprisal_mean,8.10938835144043,Qwen3-0.6B
G064,en,high,surprisal_cv,0.838605847747122,Qwen3-0.6B
G065,en,high,surprisal_mean,11.94678020477295,Qwen3-0.6B
G065,en,high,surprisal_cv,0.44472774083726524,Qwen3-0.6B
G066,en,high,surprisal_mean,12.06286907196045,Qwen3-0.6B
G066,en,high,surprisal_cv,0.43342058738652656,Qwen3-0.6B
G067,en,high,surprisal_mean,8.665871620178223,Qwen3-0.6B
G067,en,high,surprisal_cv,0.776115859154527,Qwen3-0.6B
G068,en,high,surprisal_mean,11.596517562866211,Qwen3-0.6B
G068,en,high,surprisal_cv,0.5539732047398006,Qwen3-0.6B
G069,en,high,surprisal_mean,9.549856185913086,Qwen3-0.6B
G069,en,high,surprisal_cv,0.6500267125885882,Qwen3-0.6B
G070,en,high,surprisal_mean,12.519017219543457,Qwen3-0.6B
G070,en,high,surprisal_cv,0.4257084231468317,Qwen3-0.6B
G071,en,high,surprisal_mean,12.723146438598633,Qwen3-0.6B
G071,en,high,surprisal_cv,0.415777689902551,Qwen3-0.6B
G072,en,high,surprisal_mean,11.898234367370605,Qwen3-0.6B
G072,en,high,surprisal_cv,0.6024543680222907,Qwen3-0.6B
G073,en,high,surprisal_mean,14.87975025177002,Qwen3-0.6B
G073,en,high,surprisal_cv,0.36748963237651694,Qwen3-0.6B
G074,en,high,surprisal_mean,12.436636924743652,Qwen3-0.6B
G074,en,high,surprisal_cv,0.39559672070098584,Qwen3-0.6B
G075,en,high,surprisal_mean,10.510945320129395,Qwen3-0.6B
G075,en,high,surprisal_cv,0.661026173153773,Qwen3-0.6B
G076,en,low,surprisal_mean,7.463430404663086,Qwen3-0.6B
G076,en,low,surprisal_cv,0.7727909640252701,Qwen3-0.6B
G077,en,low,surprisal_mean,6.219400405883789,Qwen3-0.6B
G077,en,low,surprisal_cv,0.8972706323395818,Qwen3-0.6B
G078,en,low,surprisal_mean,8.66420841217041,Qwen3-0.6B
G078,en,low,surprisal_cv,0.5158629840054023,Qwen3-0.6B
G079,en,low,surprisal_mean,8.173591613769531,Qwen3-0.6B
G079,en,low,surprisal_cv,0.7854038058995467,Qwen3-0.6B
G080,en,low,surprisal_mean,6.870162487030029,Qwen3-0.6B
G080,en,low,surprisal_cv,0.7782768667388511,Qwen3-0.6B
G081,en,low,surprisal_mean,6.375391483306885,Qwen3-0.6B
G081,en,low,surprisal_cv,0.8950941129917631,Qwen3-0.6B
G082,en,low,surprisal_mean,7.9078145027160645,Qwen3-0.6B
G082,en,low,surprisal_cv,0.765952605202363,Qwen3-0.6B
G083,en,low,surprisal_mean,5.418970584869385,Qwen3-0.6B
G083,en,low,surprisal_cv,0.8694327579637187,Qwen3-0.6B
G084,en,low,surprisal_mean,8.345016479492188,Qwen3-0.6B
G084,en,low,surprisal_cv,0.5879224264712481,Qwen3-0.6B
G085,en,low,surprisal_mean,6.695342063903809,Qwen3-0.6B
G085,en,low,surprisal_cv,0.8873410640432663,Qwen3-0.6B
G086,en,low,surprisal_mean,6.662158489227295,Qwen3-0.6B
G086,en,low,surprisal_cv,0.8885634009322421,Qwen3-0.6B
G087,en,low,surprisal_mean,9.334250450134277,Qwen3-0.6B
G087,en,low,surprisal_cv,0.544441521817715,Qwen3-0.6B
G088,en,low,surprisal_mean,8.605321884155273,Qwen3-0.6B
G088,en,low,surprisal_cv,0.8272755382129695,Qwen3-0.6B
G089,en,low,surprisal_mean,8.197010040283203,Qwen3-0.6B
G089,en,low,surprisal_cv,0.5610866794439608,Qwen3-0.6B
G090,en,low,surprisal_mean,9.333869934082031,Qwen3-0.6B
G090,en,low,surprisal_cv,0.7495914073032776,Qwen3-0.6B
G091,en,low,surprisal_mean,7.3403544425964355,Qwen3-0.6B
G091,en,low,surprisal_cv,0.6233832240889817,Qwen3-0.6B
G092,en,low,surprisal_mean,8.513907432556152,Qwen3-0.6B
G092,en,low,surprisal_cv,0.8331618580411855,Qwen3-0.6B
G093,en,low,surprisal_mean,9.541570663452148,Qwen3-0.6B
G093,en,low,surprisal_cv,0.8111011197626748,Qwen3-0.6B
G094,en,low,surprisal_mean,6.086195468902588,Qwen3-0.6B
G094,en,low,surprisal_cv,0.8150825175932046,Qwen3-0.6B
G095,en,low,surprisal_mean,9.417001724243164,Qwen3-0.6B
G095,en,low,surprisal_cv,0.5420577177238078,Qwen3-0.6B
G096,en,low,surprisal_mean,8.267505645751953,Qwen3-0.6B
G096,en,low,surprisal_cv,0.7006319442154073,Qwen3-0.6B
G097,en,low,surprisal_mean,10.778365135192871,Qwen3-0.6B
G097,en,low,surprisal_cv,0.5357753335496964,Qwen3-0.6B
G098,en,low,surprisal_mean,8.90501880645752,Qwen3-0.6B
G098,en,low,surprisal_cv,0.7875730010971459,Qwen3-0.6B
G099,en,low,surprisal_mean,7.376501083374023,Qwen3-0.6B
G099,en,low,surprisal_cv,0.8463404188390473,Qwen3-0.6B
G100,en,low,surprisal_mean,9.377562522888184,Qwen3-0.6B
G100,en,low,surprisal_cv,0.5450726709002471,Qwen3-0.6B
G001,ko,high,convergence_area,6.10957145690918,klue/bert-base
G002,ko,high,convergence_area,6.343716621398926,klue/bert-base
G003,ko,high,convergence_area,6.10957145690918,klue/bert-base
G004,ko,high,convergence_area,6.10957145690918,klue/bert-base
G005,ko,high,convergence_area,6.041922569274902,klue/bert-base
G006,ko,high,convergence_area,6.041922569274902,klue/bert-base
G007,ko,high,convergence_area,6.10957145690918,klue/bert-base
G008,ko,high,convergence_area,6.10957145690918,klue/bert-base
G009,ko,high,convergence_area,6.265747547149658,klue/bert-base
G010,ko,high,convergence_area,6.10957145690918,klue/bert-base
G011,ko,high,convergence_area,7.000707149505615,klue/bert-base
G012,ko,high,convergence_area,6.10957145690918,klue/bert-base
G013,ko,high,convergence_area,6.265747547149658,klue/bert-base
G014,ko,high,convergence_area,6.041922569274902,klue/bert-base
G015,ko,high,convergence_area,6.10957145690918,klue/bert-base
G016,ko,high,convergence_area,6.265747547149658,klue/bert-base
G017,ko,high,convergence_area,6.041922569274902,klue/bert-base
G018,ko,high,convergence_area,6.041922569274902,klue/bert-base
G019,ko,high,convergence_area,6.041922569274902,klue/bert-base
G020,ko,high,convergence_area,6.024565696716309,klue/bert-base
G021,ko,high,convergence_area,6.10957145690918,klue/bert-base
G022,ko,high,convergence_area,6.041922569274902,klue/bert-base
G023,ko,high,convergence_area,6.265747547149658,klue/bert-base
G024,ko,high,convergence_area,6.1316752433776855,klue/bert-base
G025,ko,high,convergence_area,6.1316752433776855,klue/bert-base
G026,ko,low,convergence_area,5.735443115234375,klue/bert-base
G027,ko,low,convergence_area,6.257411479949951,klue/bert-base
G028,ko,low,convergence_area,6.257411479949951,klue/bert-base
G029,ko,low,convergence_area,6.1160993576049805,klue/bert-base
G030,ko,low,convergence_area,6.098080635070801,klue/bert-base
G031,ko,low,convergence_area,5.723519802093506,klue/bert-base
G032,ko,low,convergence_area,6.034418106079102,klue/bert-base
G033,ko,low,convergence_area,6.257411479949951,klue/bert-base
G034,ko,low,convergence_area,6.257411479949951,klue/bert-base
G035,ko,low,convergence_area,6.034418106079102,klue/bert-base
G036,ko,low,convergence_area,5.735443115234375,klue/bert-base
G037,ko,low,convergence_area,5.723519802093506,klue/bert-base
G038,ko,low,convergence_area,6.257411479949951,klue/bert-base
G039,ko,low,convergence_area,6.1160993576049805,klue/bert-base
G040,ko,low,convergence_area,6.257411479949951,klue/bert-base
G041,ko,low,convergence_area,6.298220157623291,klue/bert-base
G042,ko,low,convergence_area,6.298220157623291,klue/bert-base
G043,ko,low,convergence_area,6.098080635070801,klue/bert-base
G044,ko,low,convergence_area,5.735443115234375,klue/bert-base
G045,ko,low,convergence_area,6.1160993576049805,klue/bert-base
G046,ko,low,convergence_area,6.1160993576049805,klue/bert-base
G047,ko,low,convergence_area,6.262015342712402,klue/bert-base
G048,ko,low,convergence_area,6.034418106079102,klue/bert-base
G049,ko,low,convergence_area,6.21853494644165,klue/bert-base
G050,ko,low,convergence_area,6.298220157623291,klue/bert-base
G051,en,high,convergence_area,3.6168994903564453,bert-base-uncased
G052,en,high,convergence_area,4.515805244445801,bert-base-uncased
G053,en,high,convergence_area,4.904469013214111,bert-base-uncased
G054,en,high,convergence_area,3.6168994903564453,bert-base-uncased
G055,en,high,convergence_area,3.6282451152801514,bert-base-uncased
G056,en,high,convergence_area,3.269655466079712,bert-base-uncased
G057,en,high,convergence_area,4.515805244445801,bert-base-uncased
G058,en,high,convergence_area,4.904469013214111,bert-base-uncased
G059,en,high,convergence_area,3.6282451152801514,bert-base-uncased
G060,en,high,convergence_area,3.6282451152801514,bert-base-uncased
G061,en,high,convergence_area,4.351010799407959,bert-base-uncased
G062,en,high,convergence_area,4.840129852294922,bert-base-uncased
G063,en,high,convergence_area,4.351010799407959,bert-base-uncased
G064,en,high,convergence_area,4.904469013214111,bert-base-uncased
G065,en,high,convergence_area,3.6168994903564453,bert-base-uncased
G066,en,high,convergence_area,4.840129852294922,bert-base-uncased
G067,en,high,convergence_area,4.840129852294922,bert-base-uncased
G068,en,high,convergence_area,3.6168994903564453,bert-base-uncased
G069,en,high,convergence_area,4.840129852294922,bert-base-uncased
G070,en,high,convergence_area,3.6282451152801514,bert-base-uncased
G071,en,high,convergence_area,3.6168994903564453,bert-base-uncased
G072,en,high,convergence_area,3.6282451152801514,bert-base-uncased
G073,en,high,convergence_area,3.6168994903564453,bert-base-uncased
G074,en,high,convergence_area,4.840129852294922,bert-base-uncased
G075,en,high,convergence_area,3.6282451152801514,bert-base-uncased
G076,en,low,convergence_area,5.172531604766846,bert-base-uncased
G077,en,low,convergence_area,5.684932708740234,bert-base-uncased
G078,en,low,convergence_area,5.172531604766846,bert-base-uncased
G079,en,low,convergence_area,4.760268211364746,bert-base-uncased
G080,en,low,convergence_area,5.684932708740234,bert-base-uncased
G081,en,low,convergence_area,5.205134868621826,bert-base-uncased
G082,en,low,convergence_area,5.1227946281433105,bert-base-uncased
G083,en,low,convergence_area,5.172531604766846,bert-base-uncased
G084,en,low,convergence_area,5.172531604766846,bert-base-uncased
G085,en,low,convergence_area,5.172531604766846,bert-base-uncased
G086,en,low,convergence_area,4.760268211364746,bert-base-uncased
G087,en,low,convergence_area,4.899606227874756,bert-base-uncased
G088,en,low,convergence_area,5.236469745635986,bert-base-uncased
G089,en,low,convergence_area,5.236469745635986,bert-base-uncased
G090,en,low,convergence_area,5.172531604766846,bert-base-uncased
G091,en,low,convergence_area,4.899606227874756,bert-base-uncased
G092,en,low,convergence_area,5.205134868621826,bert-base-uncased
G093,en,low,convergence_area,5.236469745635986,bert-base-uncased
G094,en,low,convergence_area,4.899606227874756,bert-base-uncased
G095,en,low,convergence_area,5.205134868621826,bert-base-uncased
G096,en,low,convergence_area,5.205134868621826,bert-base-uncased
G097,en,low,convergence_area,4.899606227874756,bert-base-uncased
G098,en,low,convergence_area,5.205134868621826,bert-base-uncased
G099,en,low,convergence_area,5.172531604766846,bert-base-uncased
G100,en,low,convergence_area,4.760268211364746,bert-base-uncased
